El1_pos_m_filt_lag1,El1_pos_m_filt_lag2,El1_pos_m_filt_lag3,El1_Resistance_mOhm_filt_lag1,El1_Resistance_mOhm_filt_lag2,El1_Resistance_mOhm_filt_lag3,El1_Resistance_mOhm_filt_lag4,El1_Resistance_mOhm_filt,El2_pos_m_filt_lag1,El2_pos_m_filt_lag2,El2_pos_m_filt_lag3,El2_Resistance_mOhm_filt_lag1,El2_Resistance_mOhm_filt_lag2,El2_Resistance_mOhm_filt_lag3,El2_Resistance_mOhm_filt_lag4,El2_Resistance_mOhm_filt,El3_pos_m_filt_lag1,El3_pos_m_filt_lag2,El3_pos_m_filt_lag3,El3_Resistance_mOhm_filt_lag1,El3_Resistance_mOhm_filt_lag2,El3_Resistance_mOhm_filt_lag3,El3_Resistance_mOhm_filt_lag4,El3_Resistance_mOhm_filt,RMS_V_transformer_filt_lag1
0.48849485923663766,0.4878197101390398,0.48814659593608883,298.98132455518396,299.7622079096123,300.4173434833664,301.1973968852041,298.98132455518396,0.5342489163936659,0.531521191934038,0.5345113135944924,309.6092351717741,309.5533683105415,306.7698010890622,302.18333742588464,309.6092351717741,0.46361628304799285,0.4653063737039312,0.46522854729012825,293.23899982765124,291.9851654005636,291.55337856505645,290.6105679903306,293.23899982765124,400.0
0.4913098229592651,0.48849485923663766,0.4878197101390398,297.39241154429226,298.98132455518396,299.7622079096123,300.4173434833664,297.39241154429226,0.5360392863576092,0.5342489163936659,0.531521191934038,309.0397425303354,309.6092351717741,309.5533683105415,306.7698010890622,309.0397425303354,0.4614488853932768,0.46361628304799285,0.4653063737039312,293.58675609934687,293.23899982765124,291.9851654005636,291.55337856505645,293.58675609934687,399.8192745819688
0.4914909927730686,0.4913098229592651,0.48849485923663766,295.8721964746597,297.39241154429226,298.98132455518396,299.7622079096123,295.8721964746597,0.5346003258910397,0.5360392863576092,0.5342489163936659,306.67725953698306,309.0397425303354,309.6092351717741,309.5533683105415,306.67725953698306,0.4621380952027775,0.4614488853932768,0.46361628304799285,295.5551841973584,293.58675609934687,293.23899982765124,291.9851654005636,295.5551841973584,399.59668047726154
0.4927788703596223,0.4914909927730686,0.4913098229592651,295.50913902694555,295.8721964746597,297.39241154429226,298.98132455518396,295.50913902694555,0.5315953189789578,0.5346003258910397,0.5360392863576092,303.6286897869599,306.67725953698306,309.0397425303354,309.6092351717741,303.6286897869599,0.4628966552715078,0.4621380952027775,0.4614488853932768,298.0119665726759,295.5551841973584,293.58675609934687,293.23899982765124,298.0119665726759,399.3315254151821
0.48867852615756024,0.4927788703596223,0.4914909927730686,293.8052392720071,295.50913902694555,295.8721964746597,297.39241154429226,293.8052392720071,0.5256662613032745,0.5315953189789578,0.5346003258910397,300.8424748751905,303.6286897869599,306.67725953698306,309.0397425303354,300.8424748751905,0.46547131749471793,0.4628966552715078,0.4621380952027775,302.12466303148136,298.0119665726759,295.5551841973584,293.58675609934687,302.12466303148136,399.0504625439644
0.48858108935370004,0.48867852615756024,0.4927788703596223,293.33486677232014,293.8052392720071,295.50913902694555,295.8721964746597,293.33486677232014,0.5245792702874092,0.5256662613032745,0.5315953189789578,299.0831167089682,300.8424748751905,303.6286897869599,306.67725953698306,299.0831167089682,0.4676712767954021,0.46547131749471793,0.4628966552715078,305.8319623633245,302.12466303148136,298.0119665726759,295.5551841973584,305.8319623633245,398.79146829247475
0.4868946288131143,0.48858108935370004,0.48867852615756024,294.84197231293336,293.33486677232014,293.8052392720071,295.50913902694555,294.84197231293336,0.5294201003119041,0.5245792702874092,0.5256662613032745,296.6478914792755,299.0831167089682,300.8424748751905,303.6286897869599,296.6478914792755,0.46740681948233975,0.4676712767954021,0.46547131749471793,306.4283315330126,305.8319623633245,302.12466303148136,298.0119665726759,306.4283315330126,398.59144389629364
0.48445700269226705,0.4868946288131143,0.48858108935370004,297.25788235332885,294.84197231293336,293.33486677232014,293.8052392720071,297.25788235332885,0.5302898688548314,0.5294201003119041,0.5245792702874092,295.482055108623,296.6478914792755,299.0831167089682,300.8424748751905,295.482055108623,0.464918407724618,0.46740681948233975,0.4676712767954021,306.97647034788304,306.4283315330126,305.8319623633245,302.12466303148136,306.97647034788304,398.4774401783943
0.48270069795840953,0.48445700269226705,0.4868946288131143,299.6364908812312,297.25788235332885,294.84197231293336,293.33486677232014,299.6364908812312,0.5291707242827324,0.5302898688548314,0.5294201003119041,294.4680301739937,295.482055108623,296.6478914792755,299.0831167089682,294.4680301739937,0.4642801945305962,0.464918407724618,0.46740681948233975,304.83157892234544,306.97647034788304,306.4283315330126,305.8319623633245,304.83157892234544,398.46150919795036
0.48203245107700793,0.48270069795840953,0.48445700269226705,299.2061997518009,299.6364908812312,297.25788235332885,294.84197231293336,299.2061997518009,0.530100884701733,0.5291707242827324,0.5302898688548314,295.48997717348334,294.4680301739937,295.482055108623,296.6478914792755,295.48997717348334,0.46471465692021724,0.4642801945305962,0.464918407724618,301.50316929740666,304.83157892234544,306.97647034788304,306.4283315330126,301.50316929740666,398.53917494416237
0.4838642561617199,0.48203245107700793,0.48270069795840953,298.59757920751196,299.2061997518009,299.6364908812312,297.25788235332885,298.59757920751196,0.5269789679957442,0.530100884701733,0.5291707242827324,299.4221397644236,295.48997717348334,294.4680301739937,295.482055108623,299.4221397644236,0.46431049042943845,0.46471465692021724,0.4642801945305962,298.848379604735,301.50316929740666,304.83157892234544,306.97647034788304,298.848379604735,398.6915311217308
0.4812114707262408,0.4838642561617199,0.48203245107700793,298.19178954070014,298.59757920751196,299.2061997518009,299.6364908812312,298.19178954070014,0.5263843212703488,0.5269789679957442,0.530100884701733,301.84295919145103,299.4221397644236,295.48997717348334,294.4680301739937,301.84295919145103,0.46315470221328314,0.46431049042943845,0.46471465692021724,296.56474963293977,298.848379604735,301.50316929740666,304.83157892234544,296.56474963293977,398.89096327126026
0.48127273371142965,0.4812114707262408,0.4838642561617199,298.75070070341116,298.19178954070014,298.59757920751196,299.2061997518009,298.75070070341116,0.5265832762163803,0.5263843212703488,0.5269789679957442,304.8129072369432,301.84295919145103,299.4221397644236,295.48997717348334,304.8129072369432,0.46366047184322295,0.46315470221328314,0.46431049042943845,295.2739420924276,296.56474963293977,298.848379604735,301.50316929740666,295.2739420924276,399.11049246788025
0.4803043948447625,0.48127273371142965,0.4812114707262408,298.41168853337024,298.75070070341116,298.19178954070014,298.59757920751196,298.41168853337024,0.5264110749127382,0.5265832762163803,0.5263843212703488,309.29875448081873,304.8129072369432,301.84295919145103,299.4221397644236,309.29875448081873,0.4626525563604017,0.46366047184322295,0.46315470221328314,293.1400249326635,295.2739420924276,296.56474963293977,298.848379604735,293.1400249326635,399.3337695300579
0.4796490486560386,0.4803043948447625,0.48127273371142965,299.2297688097814,298.41168853337024,298.75070070341116,298.19178954070014,299.2297688097814,0.5279926871561184,0.5264110749127382,0.5265832762163803,310.4110693205886,309.29875448081873,304.8129072369432,301.84295919145103,310.4110693205886,0.46139642419295096,0.4626525563604017,0.46366047184322295,290.50281037267325,293.1400249326635,295.2739420924276,296.56474963293977,290.50281037267325,399.509359523654
0.48165456430664777,0.4796490486560386,0.4803043948447625,301.7701685180084,299.2297688097814,298.41168853337024,298.75070070341116,301.7701685180084,0.5286819776085905,0.5279926871561184,0.5264110749127382,309.6489808230027,310.4110693205886,309.29875448081873,304.8129072369432,309.6489808230027,0.46201932986155786,0.46139642419295096,0.4626525563604017,289.4867645247657,290.50281037267325,293.1400249326635,295.2739420924276,289.4867645247657,399.5742544159293
0.48273079518065565,0.48165456430664777,0.4796490486560386,304.24037570580333,301.7701685180084,299.2297688097814,298.41168853337024,304.24037570580333,0.5300186296448065,0.5286819776085905,0.5279926871561184,307.51320474126993,309.6489808230027,310.4110693205886,309.29875448081873,307.51320474126993,0.46121534470129943,0.46201932986155786,0.46139642419295096,290.6561552631389,289.4867645247657,290.50281037267325,293.1400249326635,290.6561552631389,399.51403737068176
0.4854055913955411,0.48273079518065565,0.48165456430664777,305.780452209352,304.24037570580333,301.7701685180084,299.2297688097814,305.780452209352,0.5286418850803449,0.5300186296448065,0.5286819776085905,302.953911418214,307.51320474126993,309.6489808230027,310.4110693205886,302.953911418214,0.4617035534792561,0.46121534470129943,0.46201932986155786,291.5795726798904,290.6561552631389,289.4867645247657,290.50281037267325,291.5795726798904,399.3502766638994
0.4850965800370413,0.4854055913955411,0.48273079518065565,306.9951176912439,305.780452209352,304.24037570580333,301.7701685180084,306.9951176912439,0.530437515897166,0.5286418850803449,0.5300186296448065,299.43617816303015,302.953911418214,307.51320474126993,309.6489808230027,299.43617816303015,0.4622499615249604,0.4617035534792561,0.46121534470129943,291.4029046461581,291.5795726798904,290.6561552631389,289.4867645247657,291.4029046461581,399.1265417635441
0.48370469481369993,0.4850965800370413,0.4854055913955411,306.4108059700884,306.9951176912439,305.780452209352,304.24037570580333,306.4108059700884,0.533695389792414,0.530437515897166,0.5286418850803449,296.71292277560565,299.43617816303015,302.953911418214,307.51320474126993,296.71292277560565,0.45997110352277726,0.4622499615249604,0.4617035534792561,291.4067567908974,291.4029046461581,291.5795726798904,290.6561552631389,291.4067567908974,398.8962323963642
0.48325697717993893,0.48370469481369993,0.4850965800370413,303.59437945740325,306.4108059700884,306.9951176912439,305.780452209352,303.59437945740325,0.5317550907531112,0.533695389792414,0.530437515897166,295.28115150127013,296.71292277560565,299.43617816303015,302.953911418214,295.28115150127013,0.4590086212750464,0.45997110352277726,0.4622499615249604,291.2053166896921,291.4067567908974,291.4029046461581,291.5795726798904,291.2053166896921,398.7122172117233
0.4837419707624814,0.48325697717993893,0.48370469481369993,301.307305764854,303.59437945740325,306.4108059700884,306.9951176912439,301.307305764854,0.5299796994416821,0.5317550907531112,0.533695389792414,296.73529085835816,295.28115150127013,296.71292277560565,299.43617816303015,296.73529085835816,0.46188417515487934,0.4590086212750464,0.45997110352277726,291.4289280230544,291.2053166896921,291.4067567908974,291.4029046461581,291.4289280230544,398.6182861030102
0.48409511747938877,0.4837419707624814,0.48325697717993893,298.69158829954677,301.307305764854,303.59437945740325,306.4108059700884,298.69158829954677,0.5326512681143226,0.5299796994416821,0.5317550907531112,299.77707671929426,296.73529085835816,295.28115150127013,296.71292277560565,299.77707671929426,0.4595600161294108,0.46188417515487934,0.4590086212750464,291.3588377838023,291.4289280230544,291.2053166896921,291.4067567908974,291.3588377838023,398.64241659641266
0.481926341334922,0.48409511747938877,0.4837419707624814,295.41734865138545,298.69158829954677,301.307305764854,303.59437945740325,295.41734865138545,0.5322685801409325,0.5326512681143226,0.5299796994416821,302.48743232471065,299.77707671929426,296.73529085835816,295.28115150127013,302.48743232471065,0.4553267072314697,0.4595600161294108,0.46188417515487934,291.1803424009718,291.3588377838023,291.4289280230544,291.2053166896921,291.1803424009718,398.79184529185295
0.48210732089817776,0.481926341334922,0.48409511747938877,292.0262252208802,295.41734865138545,298.69158829954677,301.307305764854,292.0262252208802,0.5350762229250655,0.5322685801409325,0.5326512681143226,305.35184110629064,302.48743232471065,299.77707671929426,296.73529085835816,305.35184110629064,0.45160301692498467,0.4553267072314697,0.4595600161294108,292.30835523635454,291.1803424009718,291.3588377838023,291.4289280230544,292.30835523635454,399.04996141791344
0.4825637775584556,0.48210732089817776,0.481926341334922,288.64115545843623,292.0262252208802,295.41734865138545,298.69158829954677,288.64115545843623,0.5341911515012812,0.5350762229250655,0.5322685801409325,307.53397248134667,305.35184110629064,302.48743232471065,299.77707671929426,307.53397248134667,0.451661236818138,0.45160301692498467,0.4553267072314697,293.6273169802191,292.30835523635454,291.1803424009718,291.3588377838023,293.6273169802191,399.375
